weight,description,dueDate,assignedDate,title
74.67,"Removal of Radioactive Element from Retroperitoneum, Open Approach",11.05.2021,12.03.2021,Alphazap
17.98,"Excision of Bladder, Percutaneous Approach",17.11.2020,22.03.2021,Asoka
42.26,"Supplement Left Lower Leg with Autologous Tissue Substitute, Open Approach",11.01.2020,07.06.2020,Bamity
2.26,"Bypass Left Hepatic Duct to Cystic Duct with Intraluminal Device, Percutaneous Endoscopic Approach",09.04.2021,09.12.2019,Subin
28.78,"Insertion of Monitoring Device into Upper Artery, Percutaneous Approach",31.01.2020,07.03.2021,Fix San
84.31,"Insertion of Bone Conduction Hearing Device into Right Inner Ear, Percutaneous Approach",03.02.2020,29.08.2020,Namfix
91.57,"Drainage of Left Foot Bursa and Ligament, Percutaneous Endoscopic Approach",27.02.2021,11.07.2020,Opela
20.6,"Replacement of Left Finger Phalanx with Nonautologous Tissue Substitute, Percutaneous Approach",01.12.2019,03.02.2021,Y-Solowarm
70.96,"Revision of Spacer in Lumbar Vertebral Joint, Open Approach",26.01.2020,13.01.2021,Greenlam
79.13,"Bypass Common Bile Duct to Stomach with Intraluminal Device, Open Approach",23.03.2021,11.10.2019,Biodex
80.58,"Revision of Neurostimulator Lead in Cranial Nerve, Open Approach",19.03.2020,26.03.2021,Subin
1.1,"Removal of Drainage Device from Right Metacarpocarpal Joint, Percutaneous Endoscopic Approach",10.12.2020,29.12.2020,Cardify
88.82,"Drainage of Uterus with Drainage Device, Via Natural or Artificial Opening Endoscopic",28.02.2020,11.03.2020,Namfix
74.84,Beam Radiation of Brain Stem using Photons 1 - 10 MeV,19.12.2020,30.12.2020,Alpha
80.99,"Release Buccal Mucosa, External Approach",03.10.2020,09.02.2021,Alphazap
36.28,"Excision of Ileocecal Valve, Percutaneous Endoscopic Approach, Diagnostic",09.05.2021,24.07.2020,Job
68.39,Home Management Assessment using Orthosis,25.02.2021,24.09.2020,Namfix
36.17,"Excision of Left Common Carotid Artery, Percutaneous Approach",24.05.2021,04.07.2020,Gembucket
16.05,"Supplement Left Humeral Head with Synthetic Substitute, Percutaneous Approach",03.08.2020,15.04.2020,Ventosanzap
8.7,"Destruction of Lumbar Sympathetic Nerve, Percutaneous Endoscopic Approach",17.05.2019,06.04.2020,Prodder
24.92,"Drainage of Larynx with Drainage Device, Via Natural or Artificial Opening",05.02.2020,18.02.2020,Redhold
15.81,"Drainage of Nasal Bone with Drainage Device, Percutaneous Approach",05.01.2021,28.03.2020,Tres-Zap
18.88,"Extraction of Cervical Plexus, Open Approach",11.12.2020,14.12.2019,Wrapsafe
58.84,"Drainage of Right Hip Tendon, Percutaneous Endoscopic Approach, Diagnostic",01.08.2020,04.04.2021,Tampflex
40.44,"Supplement Superior Mesenteric Vein with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",26.05.2021,23.07.2020,Fixflex
78.97,"Supplement Right Femoral Vein with Nonautologous Tissue Substitute, Percutaneous Approach",26.05.2019,27.09.2020,Biodex
26.06,"Medication Management for Substance Abuse Treatment, Levo-alpha-acetyl-methadol (LAAM)",07.04.2020,19.05.2020,Greenlam
92.38,"Release Right Internal Iliac Artery, Percutaneous Endoscopic Approach",08.10.2020,28.04.2020,Tampflex
96.04,"Replacement of Inferior Mesenteric Artery with Nonautologous Tissue Substitute, Open Approach",24.05.2021,08.09.2020,Fix San
32.7,"Release Left Kidney, Via Natural or Artificial Opening",07.10.2019,24.01.2020,Zoolab
26.63,"Replacement of Azygos Vein with Synthetic Substitute, Open Approach",27.01.2020,23.02.2021,Bamity
30.73,"Replacement of Left Internal Jugular Vein with Nonautologous Tissue Substitute, Open Approach",11.04.2020,01.04.2020,Otcom
61.88,"Bypass Left Subclavian Artery to Left Lower Leg Artery with Synthetic Substitute, Open Approach",09.10.2020,16.04.2021,Tampflex
65.74,"Revision of Tracheostomy Device in Trachea, Via Natural or Artificial Opening Endoscopic",12.01.2020,03.07.2020,Sonsing
70.13,"Drainage of Trochlear Nerve, Percutaneous Approach, Diagnostic",06.03.2021,14.07.2020,Zathin
97.24,"Excision of Coccygeal Glomus, Open Approach, Diagnostic",18.07.2020,16.12.2020,Vagram
78.44,"Bypass Left Axillary Artery to Right Lower Leg Artery with Synthetic Substitute, Open Approach",06.07.2020,12.01.2021,Vagram
71.17,"Removal of Infusion Device from Penis, Via Natural or Artificial Opening Endoscopic",11.03.2020,06.11.2020,Cardguard
36.97,"Resection of Right Thorax Bursa and Ligament, Open Approach",04.04.2021,25.05.2020,Zamit
8.05,"Supplement Right Retinal Vessel with Synthetic Substitute, Percutaneous Approach",22.01.2021,25.09.2020,Holdlamis
43.61,"Drainage of Abdominal Sympathetic Nerve with Drainage Device, Open Approach",16.08.2019,11.02.2020,Sonair
9.25,"Bypass Right Fallopian Tube to Left Fallopian Tube, Open Approach",07.03.2020,17.05.2021,Bytecard
33.32,"Excision of Left Lobe Liver, Percutaneous Endoscopic Approach",10.08.2019,09.03.2021,Duobam
30.55,"Supplement Left Frontal Bone with Synthetic Substitute, Open Approach",01.11.2019,12.02.2020,Zoolab
27.1,"Drainage of Uvula with Drainage Device, Open Approach",22.10.2020,23.01.2020,Home Ing
50.92,"Removal of Infusion Device from Cervical Vertebral Disc, Percutaneous Approach",19.12.2020,04.11.2020,Lotlux
66.78,Planar Nuclear Medicine Imaging of Left Upper Extremity using Technetium 99m (Tc-99m),28.01.2021,22.08.2020,Greenlam
44.37,"Division of Left Elbow Bursa and Ligament, Percutaneous Approach",18.11.2019,16.05.2020,Sonsing
81.76,"Excision of Right Lower Lung Lobe, Percutaneous Endoscopic Approach",24.02.2020,28.02.2020,Tresom
72.08,"Extirpation of Matter from Left Foot Artery, Open Approach",13.03.2020,29.09.2020,Otcom
69.72,"Supplement Nasal Septum with Synthetic Substitute, Open Approach",20.03.2021,22.06.2020,Aerified
49.02,"Drainage of Cervix with Drainage Device, Open Approach",25.04.2020,15.07.2020,Daltfresh
89.62,"Dilation of Face Artery with Three Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",08.12.2020,13.07.2020,Y-find
72.87,"Supplement Right Lacrimal Duct with Autologous Tissue Substitute, Percutaneous Approach",12.10.2019,05.05.2020,Tresom
40.05,"Drainage of Left Ureter with Drainage Device, Via Natural or Artificial Opening Endoscopic",05.06.2020,08.11.2020,Bitwolf
45.13,"Supplement Right Femoral Artery with Nonautologous Tissue Substitute, Percutaneous Approach",28.09.2019,07.11.2020,Namfix
55.94,"Release Uterus, Via Natural or Artificial Opening Endoscopic",10.08.2020,13.12.2020,Zoolab
97.34,"Drainage of Uvula, External Approach, Diagnostic",29.08.2020,06.09.2020,Vagram
48.04,"Excision of Upper Back, External Approach",30.06.2020,29.03.2020,Sonair
25.55,"Release Left Testis, Open Approach",07.05.2021,18.11.2019,Quo Lux
16.22,"Replacement of Left Choroid with Nonautologous Tissue Substitute, Open Approach",15.01.2020,16.02.2021,Stim
17.76,Computerized Tomography (CT Scan) of Left Humerus using Low Osmolar Contrast,20.04.2021,24.11.2020,Stronghold
94.24,"Excision of Left Shoulder Joint, Percutaneous Endoscopic Approach",19.01.2021,15.10.2019,Overhold
49.64,"Destruction of Right Breast, Open Approach",03.05.2021,17.02.2020,Y-find
38.17,"Occlusion of Small Intestine with Intraluminal Device, Via Natural or Artificial Opening Endoscopic",17.06.2019,22.05.2020,Mat Lam Tam
88.69,"Drainage of Left Lower Extremity Lymphatic, Percutaneous Approach, Diagnostic",13.07.2020,17.09.2020,Tampflex
62.24,"Dilation of Rectum with Intraluminal Device, Via Natural or Artificial Opening Endoscopic",08.12.2019,18.12.2019,Redhold
91.58,Beam Radiation of Brain Stem using Photons <1 MeV,26.02.2021,02.02.2020,Cardify
79.66,"Bypass Sigmoid Colon to Sigmoid Colon with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic",26.04.2021,04.11.2020,Aerified
57.63,"Resection of Right Thorax Muscle, Percutaneous Endoscopic Approach",03.10.2020,18.10.2019,Tresom
35.85,"Transfer Perineum Tendon, Percutaneous Endoscopic Approach",16.12.2020,29.01.2021,Cardguard
63.26,"Excision of Carina, Open Approach",23.07.2019,07.10.2019,Zontrax
19.77,"Excision of Left External Iliac Artery, Percutaneous Approach",05.02.2020,10.04.2020,Bigtax
25.68,"Bypass Right Lacrimal Duct to Nasal Cavity, Percutaneous Approach",12.11.2019,20.09.2020,Y-Solowarm
15,"Extirpation of Matter from Right Zygomatic Bone, Percutaneous Approach",30.04.2020,10.11.2020,Alpha
59.54,"Transfer Left Upper Arm Subcutaneous Tissue and Fascia, Open Approach",10.12.2019,29.06.2020,Veribet
22.92,"Excision of Femoral Nerve, Open Approach",01.06.2020,03.02.2021,Hatity
44.56,"Replacement of Left Sphenoid Bone with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",23.08.2020,22.07.2020,Flexidy
43.18,"Dilation of Right Kidney Pelvis, Percutaneous Approach",15.07.2019,06.11.2019,Cardify
42.25,"Reposition Left Common Carotid Artery, Percutaneous Endoscopic Approach",20.08.2020,18.10.2019,Cookley
16.74,Muscle Performance Treatment of Musculoskeletal System - Head and Neck,06.04.2021,11.12.2019,Zaam-Dox
55.55,"Supplement Head with Autologous Tissue Substitute, Open Approach",12.11.2020,23.10.2020,Namfix
97.04,"Revision of Synthetic Substitute in Left Carpal, Percutaneous Endoscopic Approach",24.07.2019,24.02.2021,Mat Lam Tam
11.73,"Bypass Right Internal Iliac Artery to Right External Iliac Artery, Percutaneous Endoscopic Approach",29.07.2020,09.01.2020,Lotlux
62.03,"Insertion of Infusion Device into Right Peroneal Artery, Percutaneous Approach",02.03.2020,03.01.2020,Zoolab
30.69,"Bypass Abdominal Aorta to Left Internal Iliac Artery with Synthetic Substitute, Open Approach",14.09.2019,24.10.2020,Regrant
82.43,"Supplement Vagina with Nonautologous Tissue Substitute, External Approach",06.06.2020,10.04.2021,Transcof
92.49,"Insertion of Spacer into Left Toe Phalangeal Joint, Open Approach",27.07.2019,10.05.2020,Vagram
39.85,"Destruction of Inferior Mesenteric Artery, Percutaneous Approach",26.11.2020,04.08.2020,Lotlux
15.42,"Reposition Left Radius with Monoplanar External Fixation Device, Open Approach",08.11.2020,03.12.2019,Mat Lam Tam
77.61,Magnetic Resonance Imaging (MRI) of Left Ovary,30.03.2021,15.05.2021,Bytecard
27.85,"Release Bilateral Carotid Bodies, Percutaneous Approach",03.01.2020,17.06.2020,Vagram
44.89,"Removal of Infusion Device from Left Eye, Via Natural or Artificial Opening Endoscopic",22.11.2019,07.09.2020,Domainer
56.84,"Bypass Inferior Vena Cava to Lower Vein with Nonautologous Tissue Substitute, Open Approach",04.09.2020,25.10.2019,Y-Solowarm
8.74,"Replacement of Superior Vena Cava with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",10.04.2021,26.07.2020,Y-find
61.12,Stereotactic Other Photon Radiosurgery of Prostate,06.04.2021,01.05.2020,Lotlux
1.94,"Excision of Descending Colon, Via Natural or Artificial Opening",28.11.2020,29.10.2020,Alphazap
73.22,Plain Radiography of Cervical Disc(s),08.12.2020,24.03.2021,Flowdesk
41.38,"Repair Small Intestine, Via Natural or Artificial Opening Endoscopic",08.04.2020,15.08.2020,Lotlux
98.78,"Removal of Nonautologous Tissue Substitute from Cervical Vertebral Disc, Percutaneous Endoscopic Approach",29.06.2019,16.11.2020,Zathin
80.64,"Extirpation of Matter from Right Internal Mammary Artery, Percutaneous Endoscopic Approach",10.11.2020,09.02.2020,Voyatouch
28.57,"Occlusion of Right Neck Lymphatic, Percutaneous Approach",07.02.2020,26.03.2020,Keylex
83.99,Plain Radiography of Other Intra-Abdominal Arteries using Low Osmolar Contrast,18.11.2019,14.02.2021,Stronghold
4.06,Beam Radiation of Ear using Photons <1 MeV,31.12.2019,20.11.2020,Prodder
65.71,"Supplement Right Inguinal Lymphatic with Nonautologous Tissue Substitute, Open Approach",26.07.2020,14.07.2020,Veribet
6.2,"Extirpation of Matter from Left Nipple, Open Approach",28.08.2020,09.03.2021,Cookley
36.81,"Drainage of Sacrococcygeal Joint, Percutaneous Approach, Diagnostic",24.06.2020,06.03.2021,Duobam
86.28,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Four or More Intraluminal Devices, Percutaneous Approach",20.10.2019,15.01.2020,Bytecard
27.93,"Release Ampulla of Vater, Via Natural or Artificial Opening Endoscopic",14.08.2020,28.01.2020,Tresom
12.12,"Extirpation of Matter from Bilateral Spermatic Cords, Percutaneous Endoscopic Approach",06.11.2019,11.09.2020,Fintone
26.86,"Transfer Hypoglossal Nerve to Abducens Nerve, Percutaneous Endoscopic Approach",20.12.2020,16.06.2020,Kanlam
17.86,High Dose Rate (HDR) Brachytherapy of Thyroid using Iodine 125 (I-125),13.02.2021,23.01.2021,Zontrax
70.66,"Drainage of Left Brachial Artery, Open Approach, Diagnostic",10.12.2019,09.02.2020,Subin
86.93,"Excision of Right Axilla, Percutaneous Endoscopic Approach",10.04.2020,16.01.2020,Asoka
26.5,"Replacement of Tongue with Autologous Tissue Substitute, Open Approach",21.09.2019,11.05.2020,Latlux
24.32,Plain Radiography of Left Internal Mammary Bypass Graft using High Osmolar Contrast,08.07.2019,05.10.2019,Regrant
39.41,"Reattachment of Left Kidney, Percutaneous Endoscopic Approach",22.08.2020,16.07.2020,Transcof
57.75,"Fusion of Thoracolumbar Vertebral Joint, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach",15.05.2020,28.08.2020,Keylex
19.36,"Drainage of Right Foot Tendon, Open Approach",29.07.2019,13.09.2020,Cookley
8.48,"Division of Right Elbow Bursa and Ligament, Percutaneous Approach",31.03.2020,21.08.2020,Zathin
66.77,"Repair Right Axillary Artery, Percutaneous Approach",04.02.2021,22.02.2020,Viva
88.71,"Insertion of Monitoring Device into Kidney, Percutaneous Approach",06.03.2020,01.08.2020,Alphazap
24.77,Beam Radiation of Hemibody using Photons >10 MeV,08.12.2019,26.10.2019,Y-find
14.89,"Supplement Right Ventricle with Synthetic Substitute, Percutaneous Endoscopic Approach",18.11.2020,01.05.2021,Konklux
82.8,"Bypass Left Common Iliac Artery to Right External Iliac Artery with Autologous Arterial Tissue, Percutaneous Endoscopic Approach",17.01.2021,18.03.2021,Subin
42.91,"Bypass Coronary Artery, Three Arteries from Right Internal Mammary with Zooplastic Tissue, Percutaneous Endoscopic Approach",02.08.2020,05.11.2019,Transcof
66.1,"Insertion of Single Channel Cochlear Prosthesis into Right Inner Ear, Percutaneous Endoscopic Approach",24.04.2021,23.09.2020,Ventosanzap
74.53,"Extirpation of Matter from Middle Esophagus, Via Natural or Artificial Opening",24.09.2020,12.01.2020,Voltsillam
31.07,"Excision of Left Clavicle, Open Approach, Diagnostic",09.05.2019,18.03.2020,Viva
78.56,"Supplement Esophagus with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",20.08.2019,16.06.2020,Treeflex
90.54,"Repair Chordae Tendineae, Percutaneous Approach",22.05.2021,26.09.2020,Solarbreeze
14.61,"Bypass Abdominal Aorta to Lower Artery with Synthetic Substitute, Percutaneous Endoscopic Approach",10.04.2020,06.02.2021,It
73.62,"Extraction of Right Vocal Cord, Percutaneous Endoscopic Approach",04.01.2021,22.10.2020,Holdlamis
6.65,"Bypass Right Kidney Pelvis to Ileocutaneous with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",29.08.2019,31.03.2021,Fix San
15.06,"Replacement of Nasal Bone with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",22.10.2019,20.01.2020,Konklux
59.51,"Supplement Right Lower Leg with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",05.07.2019,16.09.2020,Konklab
93.82,Compression of Left Inguinal Region using Pressure Dressing,22.04.2020,03.05.2020,Flexidy
46.33,"Drainage of Stomach, Percutaneous Approach",17.05.2019,01.02.2020,Hatity
18.56,"Resection of Left Parotid Duct, Open Approach",15.09.2019,14.04.2021,Zontrax
69.76,"Extirpation of Matter from Inferior Vena Cava, Percutaneous Approach",08.05.2020,11.07.2020,Quo Lux
56.72,"Bypass Right Kidney Pelvis to Right Kidney Pelvis with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",27.11.2020,20.12.2020,Stim
39.1,"Occlusion of Right Neck Lymphatic with Intraluminal Device, Percutaneous Endoscopic Approach",25.05.2020,23.04.2021,Sonair
73.28,Compression of Right Thumb using Intermittent Pressure Device,27.11.2020,10.04.2020,Tampflex
29.88,"Supplement Left Zygomatic Bone with Synthetic Substitute, Percutaneous Endoscopic Approach",17.11.2019,10.05.2021,Viva
8.1,Therapeutic Exercise Treatment of Neurological System - Whole Body using Other Equipment,24.11.2019,19.02.2020,Sonair
66.94,"Dilation of Upper Artery, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",19.02.2021,16.02.2020,Pannier
95.79,"Release Right Vas Deferens, Open Approach",09.06.2020,28.01.2021,Cookley
76.6,Contact Radiation of Thyroid,19.08.2019,11.08.2020,Sonsing
52.16,Fluoroscopy of Bladder and Urethra using Low Osmolar Contrast,15.07.2019,22.05.2020,Fixflex
29.43,"Replacement of Finger Nail with Autologous Tissue Substitute, External Approach",07.04.2021,30.07.2020,Namfix
4.17,"Extirpation of Matter from Left Colic Artery, Open Approach",21.05.2019,02.01.2020,Rank
92.09,"Excision of Lower Esophagus, Via Natural or Artificial Opening Endoscopic",14.11.2019,24.05.2020,Domainer
31.47,"Reposition Right Maxilla with Internal Fixation Device, Percutaneous Endoscopic Approach",12.08.2020,20.01.2021,Duobam
71.89,Feeding/Eating Treatment using Electrotherapeutic Equipment,06.04.2020,16.04.2020,Opela
8.55,"Fusion of Left Hip Joint with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",15.01.2020,16.01.2020,Latlux
51.27,Computerized Tomography (CT Scan) of Bilateral Adrenal Glands using Other Contrast,24.05.2019,23.01.2020,Pannier
17.91,"Drainage of Left Extraocular Muscle, Percutaneous Approach",01.04.2020,01.05.2021,Lotlux
49.94,"Physical Rehabilitation and Diagnostic Audiology, Rehabilitation, Motor Treatment",14.05.2021,20.02.2020,Namfix
55.95,"Revision of Autologous Tissue Substitute in Left Upper Femur, Percutaneous Endoscopic Approach",06.12.2020,24.04.2021,Stronghold
97.17,"Repair Right Lobe Liver, Percutaneous Endoscopic Approach",05.03.2021,28.10.2019,Treeflex
2.12,"Extirpation of Matter from Cervical Plexus, Open Approach",13.04.2020,04.10.2020,Veribet
77.38,"Revision of Bone Growth Stimulator in Lower Bone, Percutaneous Approach",29.04.2020,22.05.2020,Fintone
81.8,"Restriction of Right Pulmonary Vein with Extraluminal Device, Percutaneous Endoscopic Approach",06.08.2019,08.11.2020,Daltfresh
98.69,"Supplement Right External Carotid Artery with Synthetic Substitute, Open Approach",03.10.2019,13.09.2020,Flexidy
20.87,"Removal of Interbody Fusion Device from Lumbosacral Joint, Percutaneous Approach",05.11.2020,26.10.2019,Daltfresh
36.76,"Revision of Radioactive Element in Right Pleural Cavity, Percutaneous Endoscopic Approach",20.05.2020,14.03.2020,Voltsillam
39.16,"Destruction of Right Abdomen Tendon, Percutaneous Endoscopic Approach",29.09.2019,21.06.2020,Domainer
99.08,"Repair Skin in Products of Conception, Open Approach",15.01.2021,11.09.2020,Fintone
50.91,"Excision of Brain, Open Approach, Diagnostic",23.06.2020,19.05.2020,Tempsoft
28.86,Beam Radiation of Spinal Cord using Neutrons,20.01.2021,15.03.2020,Mat Lam Tam
41.71,"Resection of Multiple Parathyroid Glands, Open Approach",10.04.2020,16.01.2020,Stringtough
87.7,"Dilation of Left Internal Iliac Artery, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Approach",26.02.2020,25.06.2020,Holdlamis
33.39,"Insertion of Infusion Device into Left Pulmonary Vein, Percutaneous Approach",20.05.2019,11.01.2020,Bamity
10.28,"Restriction of Right External Iliac Vein with Intraluminal Device, Percutaneous Approach",08.08.2020,13.02.2020,Tempsoft
38.05,"Insertion of Intraluminal Device into Right Hypogastric Vein, Percutaneous Approach",16.11.2020,16.04.2021,Tampflex
99.43,"Bypass Coronary Artery, Three Arteries from Aorta with Zooplastic Tissue, Open Approach",13.08.2020,09.11.2019,Home Ing
69.66,Caregiver Training in Communication Skills using Assistive Listening Equipment,02.07.2019,30.04.2021,Zoolab
5.78,"Drainage of Right Posterior Tibial Artery, Percutaneous Approach",07.10.2020,13.03.2020,Job
11.05,"Repair Occipital-cervical Joint, Open Approach",11.05.2019,27.07.2020,Home Ing
42.24,"Transfer Optic Nerve to Vagus Nerve, Open Approach",02.12.2019,24.04.2020,Treeflex
83.81,"Change Other Device in Upper Extremity Subcutaneous Tissue and Fascia, External Approach",28.10.2020,05.10.2019,Zaam-Dox
99.86,Fluoroscopy of Cervico-Cerebral Arch,04.09.2019,24.09.2020,Transcof
30.2,"Supplement Right Lower Femur with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach",05.10.2019,25.12.2019,Andalax
28.87,"Revision of Monitoring Device in Pleura, Percutaneous Approach",30.10.2020,06.01.2021,Tampflex
98.65,"Extirpation of Matter from Left Trunk Tendon, Percutaneous Approach",05.07.2019,02.05.2020,Gembucket
44,"Excision of Left Axillary Vein, Percutaneous Endoscopic Approach",24.11.2020,29.08.2020,Veribet
20.67,"Replacement of Left Femoral Shaft with Autologous Tissue Substitute, Percutaneous Approach",04.11.2020,04.07.2020,Holdlamis
50.11,"Destruction of Lumbar Spinal Cord, Open Approach",20.12.2020,06.05.2021,Bitchip
15.02,"Revision of Infusion Device in Cranial Nerve, Percutaneous Endoscopic Approach",09.07.2019,08.01.2021,Zoolab
47.46,"Drainage of Upper Tooth, External Approach, Multiple",02.05.2021,16.03.2020,Flowdesk
21.85,"Restriction of Left Neck Lymphatic with Intraluminal Device, Percutaneous Endoscopic Approach",05.09.2019,24.09.2020,Flexidy
61.82,Receptive/Expressive Language Treatment using Other Equipment,20.09.2020,24.07.2020,Rank
51.92,"Repair Right Hand Skin, External Approach",28.07.2020,07.10.2020,Domainer
73.59,"Release Right Ankle Bursa and Ligament, Open Approach",30.09.2020,06.02.2020,Tempsoft
82.22,"Destruction of Left Lower Extremity Lymphatic, Open Approach",25.01.2021,30.01.2020,Zaam-Dox
81.66,"Destruction of Right Upper Arm Subcutaneous Tissue and Fascia, Open Approach",08.09.2019,31.07.2020,Latlux
49.61,"Replacement of Right Shoulder Tendon with Autologous Tissue Substitute, Open Approach",12.11.2019,15.05.2020,Tin
49.79,"Bypass Left Lacrimal Duct to Nasal Cavity, Open Approach",09.07.2019,08.06.2020,Stronghold
46.57,Ultrasonography of Uterus and Ovaries using Other Contrast,16.01.2020,24.10.2019,Temp
8.93,"Replacement of Left Vertebral Artery with Synthetic Substitute, Percutaneous Endoscopic Approach",09.07.2019,15.05.2021,Konklux
94.21,"Drainage of Inferior Mesenteric Artery, Open Approach",15.11.2020,30.08.2020,Transcof
28.47,"Restriction of Left Cephalic Vein with Intraluminal Device, Percutaneous Endoscopic Approach",09.10.2020,25.02.2020,Duobam
11.62,"Repair Left Axillary Artery, Open Approach",13.06.2019,03.11.2019,Temp
14.39,"Dilation of Left Greater Saphenous Vein, Percutaneous Endoscopic Approach",23.04.2020,09.03.2020,Zontrax
56.84,Therapeutic Exercise Treatment of Musculoskeletal System - Head and Neck using Aerobic Endurance and Conditioning Equipment,26.02.2020,13.09.2020,Quo Lux
80.09,"Resection of Right Upper Leg Muscle, Open Approach",03.09.2020,01.12.2020,Voyatouch
23.54,"Restriction of Thoracic Duct with Intraluminal Device, Percutaneous Endoscopic Approach",08.06.2019,04.10.2020,Biodex
40.32,"Supplement Left Internal Carotid Artery with Nonautologous Tissue Substitute, Open Approach",22.07.2019,19.06.2020,Tresom
15.72,"Excision of Left Axillary Lymphatic, Open Approach, Diagnostic",03.07.2020,02.09.2020,Quo Lux
44.78,"Revision of Autologous Tissue Substitute in Left Tarsal, Open Approach",26.02.2021,22.05.2020,Prodder
83.06,"Division of Left Tibia, Percutaneous Endoscopic Approach",14.11.2020,30.06.2020,Namfix
33.18,"Detachment at Left 4th Toe, Complete, Open Approach",14.10.2020,12.12.2019,Span
35.5,"Reposition Right Tarsal Joint, External Approach",19.02.2021,09.03.2021,Voltsillam
20.23,"Dilation of Left Hand Artery, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Approach",04.08.2019,12.12.2020,Bigtax
56.69,"Drainage of Mediastinum, Percutaneous Approach",17.03.2021,25.11.2020,Redhold
90.33,"Drainage of Left Thyroid Artery, Open Approach, Diagnostic",18.02.2020,17.05.2020,Y-find
2.3,"Supplement Right Toe Phalanx with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",10.08.2019,06.02.2021,Zoolab
21.99,"Division of Lumbosacral Plexus, Percutaneous Approach",18.03.2021,09.04.2020,Vagram
21.83,"Excision of Right Shoulder Muscle, Open Approach",29.07.2019,01.03.2021,Y-Solowarm
44.73,"Revision of Drainage Device in Bladder, Open Approach",02.11.2019,30.04.2020,Stim
45.98,"Inspection of Right Elbow Joint, Percutaneous Approach",23.10.2020,03.12.2019,Tempsoft
90.64,"Excision of Left Femoral Shaft, Percutaneous Endoscopic Approach",09.02.2021,17.06.2020,Wrapsafe
79.19,"Dilation of Right Internal Mammary Artery, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Approach",23.01.2021,24.10.2020,Tres-Zap
38.27,"Release Left Abdomen Muscle, Percutaneous Approach",14.05.2019,13.03.2020,Tres-Zap
53.44,"Resection of Bilateral Carotid Bodies, Percutaneous Endoscopic Approach",08.11.2019,23.02.2021,Andalax
64.68,"Drainage of Right Knee Region with Drainage Device, Open Approach",27.08.2020,04.03.2021,Overhold
94.84,"Extirpation of Matter from Left Hand Muscle, Percutaneous Endoscopic Approach",24.03.2021,10.08.2020,Zamit
19.06,"Reposition Abducens Nerve, Percutaneous Endoscopic Approach",16.08.2020,27.02.2021,Veribet
38.94,"Insertion of Infusion Device into Right Axillary Artery, Percutaneous Endoscopic Approach",03.05.2021,15.03.2020,Temp
55.08,"Drainage of Scalp Subcutaneous Tissue and Fascia, Open Approach, Diagnostic",20.09.2020,23.09.2020,Mat Lam Tam
75.95,"Reposition Left Maxilla with External Fixation Device, Percutaneous Endoscopic Approach",12.07.2019,28.02.2021,Veribet
64.52,"Excision of Left Lower Eyelid, Percutaneous Approach",28.10.2019,03.11.2019,Bamity
52.76,"Drainage of Right Scapula with Drainage Device, Open Approach",27.11.2019,17.10.2019,Treeflex
68.44,"Transfer Acoustic Nerve to Hypoglossal Nerve, Percutaneous Endoscopic Approach",04.12.2019,28.10.2019,Treeflex
30.37,"Insertion of Tissue Expander into Bilateral Breast, Via Natural or Artificial Opening",12.08.2019,28.10.2020,Keylex
37.78,"Removal of Synthetic Substitute from Omentum, Open Approach",19.02.2021,12.12.2020,Bitwolf
75.48,"Dilation of Right Temporal Artery with Two Intraluminal Devices, Open Approach",20.04.2021,08.01.2020,Otcom
40.02,"Bypass Left Atrium to Right Pulmonary Artery with Autologous Venous Tissue, Percutaneous Endoscopic Approach",25.10.2019,30.06.2020,Otcom
55.97,"Destruction of Abdominal Sympathetic Nerve, Open Approach",30.03.2021,20.02.2020,Asoka
13.15,"Excision of Upper Esophagus, Via Natural or Artificial Opening",10.11.2020,11.05.2021,Y-Solowarm
69.97,"Supplement Pulmonary Valve with Synthetic Substitute, Percutaneous Endoscopic Approach",10.02.2020,02.05.2020,Flexidy
43.72,"Drainage of Bilateral Seminal Vesicles with Drainage Device, Percutaneous Approach",15.09.2020,31.10.2020,Stronghold
91.05,"Release Right Frontal Bone, Percutaneous Approach",18.01.2020,05.05.2020,Job
12.81,"Occlusion of Mesenteric Lymphatic with Extraluminal Device, Percutaneous Endoscopic Approach",18.09.2019,12.10.2019,Pannier
